spec,outcome,term,coef,se,z,p_value,pseudo_r2,n_obs,n_events,include_relief,status
spec_c_station_relief,upgrade_station,region_COAST__SOUTH CENTRAL,-1.3066357874010666,0.9675524355739828,-1.3504547550706425,0.1768701573842455,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_EAST__EAST,-24.833049103443223,0.5252064201202453,-47.28245533966955,0.0,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_EAST__NORTH,-25.06219085704845,1.1246795503537292,-22.283850408026,5.300008256630259e-110,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_EAST__NORTH CENTRAL,-24.855384382103697,0.6483119508075985,-38.3386182394779,0.0,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_EAST__SOUTH CENTRAL,-24.49041753042156,1.0907969207323884,-22.45185796268849,1.2273330525392211e-111,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_FAR WEST__FAR WEST,0.14011794248256787,0.4894983723016885,0.2862480253483052,0.7746881629603498,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_FAR WEST__WEST,-0.5790874057117106,0.4991071955332958,-1.160246558042418,0.24594843613168316,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_NORTH CENTRAL__NORTH CENTRAL,-1.2582012209250137,0.4576716148531242,-2.749135362761781,0.005975270443900607,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_NORTH CENTRAL__SOUTH CENTRAL,-1.1109911801268313,0.6815027241214335,-1.6302079812800123,0.10305754765736519,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_NORTH CENTRAL__WEST,-24.84200778347031,0.7317673847049694,-33.94795710044661,1.3074280994808479e-252,0.17582430658788561,1800,210,1,ok
