corridor_id,county_k1,county_k2,n_lines,avg_length_km,max_effective_voltage_kv,year,allocated_shadow_cost_total,allocated_n_binding_total,allocated_n_intervals_total,n_constraints_exposed_year,binding_share_corridor_year,stressed_corridor_year,corridor_exposed_year
ANDERSON__CHEROKEE,ANDERSON,CHEROKEE,1,54.99162355161065,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
ANDERSON__HENDERSON,ANDERSON,HENDERSON,1,54.99162355161065,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
ANDREWS__ECTOR,ANDREWS,ECTOR,1,47.86450191691582,230.0,2024,0.0,0.0,0.0,0,0.0,0,0
ANDREWS__GAINES,ANDREWS,GAINES,1,47.86450191691582,230.0,2024,0.0,0.0,0.0,0,0.0,0,0
ANGELINA__NACOGDOCHES,ANGELINA,NACOGDOCHES,1,24.699945368555145,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
ARCHER__CLAY,ARCHER,CLAY,1,37.62891329238208,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
ARCHER__WICHITA,ARCHER,WICHITA,3,30.9184937108971,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
ARCHER__YOUNG,ARCHER,YOUNG,2,26.233043832768747,345.0,2024,0.0,0.0,86.0,1,0.0,0,1
ARMSTRONG__BRISCOE,ARMSTRONG,BRISCOE,2,53.52206586382461,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
ARMSTRONG__CARSON,ARMSTRONG,CARSON,2,53.52206586382461,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
ATASCOSA__BEXAR,ATASCOSA,BEXAR,1,31.7634084045288,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
ATASCOSA__FRIO,ATASCOSA,FRIO,2,49.71660365264215,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
ATASCOSA__LIVE OAK,ATASCOSA,LIVE OAK,1,24.721851068029203,345.0,2024,1132.65611,46.0,72.5,1,0.6344827586206897,1,1
ATASCOSA__MCMULLEN,ATASCOSA,MCMULLEN,1,56.46592941006213,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
ATASCOSA__WILSON,ATASCOSA,WILSON,3,43.84606491157511,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
AUSTIN__FAYETTE,AUSTIN,FAYETTE,2,18.866928569816864,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
AUSTIN__WASHINGTON,AUSTIN,WASHINGTON,2,18.866928569816864,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BAILEY__COCHRAN,BAILEY,COCHRAN,1,47.11608976521057,230.0,2024,0.0,0.0,0.0,0,0.0,0,0
BAILEY__LAMB,BAILEY,LAMB,4,107.11503775689484,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BASTROP__CALDWELL,BASTROP,CALDWELL,4,32.48015019873336,345.0,2024,25.518885,1.5,21.5,1,0.06976744186046512,1,1
BASTROP__FAYETTE,BASTROP,FAYETTE,2,44.830315078761096,345.0,2024,25.518885,1.5,21.5,1,0.06976744186046512,1,1
BASTROP__LEE,BASTROP,LEE,3,14.791149819681593,345.0,2024,2292.6831279545454,28.386363636363637,56.0,3,0.5068993506493507,1,1
BASTROP__TRAVIS,BASTROP,TRAVIS,6,15.734393545184185,345.0,2024,2292.6831279545454,28.386363636363637,56.0,3,0.5068993506493507,1,1
BASTROP__WILLIAMSON,BASTROP,WILLIAMSON,2,28.31351544181843,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BAYLOR__KNOX,BAYLOR,KNOX,1,46.472472978051016,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BAYLOR__WILBARGER,BAYLOR,WILBARGER,1,46.472472978051016,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BEE__KARNES,BEE,KARNES,1,27.50809780805532,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BEE__LIVE OAK,BEE,LIVE OAK,1,27.50809780805532,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BELL__FALLS,BELL,FALLS,2,22.97900880555509,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BELL__LAMPASAS,BELL,LAMPASAS,2,65.75099888365183,345.0,2024,5661.507189999999,395.42857142857144,905.5357142857143,1,0.43667915598501283,1,1
BELL__MILAM,BELL,MILAM,3,41.394058824797554,345.0,2024,17681.5717,377.0,1521.0,2,0.24786324786324787,1,1
BELL__WILLIAMSON,BELL,WILLIAMSON,2,58.7912633041738,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BEXAR__COMAL,BEXAR,COMAL,4,23.079211380275467,345.0,2024,0.0,0.0,41.0,1,0.0,0,1
BEXAR__KENDALL,BEXAR,KENDALL,1,40.70412635822496,345.0,2024,71.69211769230769,2.4615384615384617,19.0,1,0.12955465587044535,1,1
BEXAR__MEDINA,BEXAR,MEDINA,1,40.70412635822496,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BEXAR__WILSON,BEXAR,WILSON,1,36.9769070208693,345.0,2024,109301.7705426923,1061.9615384615386,4389.5,4,0.24193223338911915,1,1
BORDEN__HOWARD,BORDEN,HOWARD,2,52.820369993538165,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BORDEN__LYNN,BORDEN,LYNN,1,54.76501685708477,230.0,2024,3205.38738,98.0,1243.0,1,0.07884151246983105,1,1
BORDEN__SCURRY,BORDEN,SCURRY,2,54.453279836875765,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BOSQUE__HILL,BOSQUE,HILL,3,73.78758382259299,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BOSQUE__MCLENNAN,BOSQUE,MCLENNAN,1,42.23776262286374,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BOWIE__CASS,BOWIE,CASS,1,30.32529857350085,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BOWIE__MORRIS,BOWIE,MORRIS,1,26.030601319643985,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BOWIE__RED RIVER,BOWIE,RED RIVER,1,69.7571134006287,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BRAZORIA__FORT BEND,BRAZORIA,FORT BEND,2,31.63817999352374,345.0,2024,418.28468000000004,8.0,15.0,1,0.5333333333333333,1,1
BRAZORIA__GALVESTON,BRAZORIA,GALVESTON,1,28.033518117943,345.0,2024,367.40028,27.0,68.0,1,0.39705882352941174,1,1
BRAZORIA__MATAGORDA,BRAZORIA,MATAGORDA,2,73.16808460620405,345.0,2024,26239.61718,551.0,2351.0,1,0.23436835389196087,1,1
BRAZOS__GRIMES,BRAZOS,GRIMES,2,36.90936665016683,345.0,2024,0.0,0.0,57.0,1,0.0,0,1
BRAZOS__ROBERTSON,BRAZOS,ROBERTSON,2,40.59788066399012,345.0,2024,1038.38436,40.0,62.0,1,0.6451612903225806,1,1
BRISCOE__FLOYD,BRISCOE,FLOYD,3,37.40680492098013,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BRISCOE__HALL,BRISCOE,HALL,2,56.2306224417309,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BRISCOE__SWISHER,BRISCOE,SWISHER,2,37.58842196125035,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BROOKS__HIDALGO,BROOKS,HIDALGO,1,65.97195813748284,345.0,2024,29938.285285,1167.75,2421.0,1,0.48234200743494426,1,1
BROOKS__KLEBERG,BROOKS,KLEBERG,1,65.97195813748284,345.0,2024,29938.285285,1167.75,2421.0,1,0.48234200743494426,1,1
BROWN__COLEMAN,BROWN,COLEMAN,4,35.338189010424344,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BROWN__COMANCHE,BROWN,COMANCHE,1,84.58137031865897,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
BROWN__MILLS,BROWN,MILLS,2,65.75099888365183,345.0,2024,5661.507189999999,395.42857142857144,905.5357142857143,1,0.43667915598501283,1,1
CALDWELL__GUADALUPE,CALDWELL,GUADALUPE,4,36.27701706314243,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CALDWELL__HAYS,CALDWELL,HAYS,2,35.34405049940318,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CALHOUN__REFUGIO,CALHOUN,REFUGIO,1,37.58797937588532,345.0,2024,92.880765,1.0,37.666666666666664,1,0.026548672566371685,0,1
CALHOUN__VICTORIA,CALHOUN,VICTORIA,1,37.58797937588532,345.0,2024,92.880765,1.0,37.666666666666664,1,0.026548672566371685,0,1
CALLAHAN__EASTLAND,CALLAHAN,EASTLAND,1,55.80265322971882,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CALLAHAN__SHACKELFORD,CALLAHAN,SHACKELFORD,1,55.80265322971882,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CAMERON__HIDALGO,CAMERON,HIDALGO,1,61.885584864504814,345.0,2024,49838.185085000005,3022.25,9396.5,3,0.3216357154259565,1,1
CAMERON__WILLACY,CAMERON,WILLACY,1,54.66227066942818,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CAMP__MORRIS,CAMP,MORRIS,2,16.77020951372318,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CAMP__TITUS,CAMP,TITUS,2,12.77930339877826,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CAMP__UPSHUR,CAMP,UPSHUR,3,10.214321887850607,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CARSON__GRAY,CARSON,GRAY,3,47.26978699581783,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CARSON__HUTCHINSON,CARSON,HUTCHINSON,3,26.367269874932223,230.0,2024,0.0,0.0,0.0,0,0.0,0,0
CARSON__POTTER,CARSON,POTTER,4,46.85741780022533,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CASS__MARION,CASS,MARION,2,25.962922319424187,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CASS__MORRIS,CASS,MORRIS,2,23.399893169849523,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CASTRO__DEAF SMITH,CASTRO,DEAF SMITH,2,40.32793679384602,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CASTRO__LAMB,CASTRO,LAMB,2,46.9935977030592,230.0,2024,0.0,0.0,0.0,0,0.0,0,0
CASTRO__RANDALL,CASTRO,RANDALL,1,56.21686537263677,230.0,2024,0.0,0.0,0.0,0,0.0,0,0
CASTRO__SWISHER,CASTRO,SWISHER,2,37.58842196125035,345.0,2024,22224.088931,1256.3,3079.9,1,0.40790285398876586,1,1
CHAMBERS__HARRIS,CHAMBERS,HARRIS,1,29.184117293193104,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CHAMBERS__LIBERTY,CHAMBERS,LIBERTY,2,22.478206391259278,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CHEROKEE__HOUSTON,CHEROKEE,HOUSTON,1,35.870458482885645,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CHEROKEE__NACOGDOCHES,CHEROKEE,NACOGDOCHES,1,35.870458482885645,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CHEROKEE__RUSK,CHEROKEE,RUSK,2,45.17688993779806,345.0,2024,3037.0575815,9.55,22.15,1,0.4311512415349888,1,1
CHEROKEE__SMITH,CHEROKEE,SMITH,1,10.580469501287553,345.0,2024,3037.0575815,9.55,22.15,1,0.4311512415349888,1,1
CHILDRESS__COLLINGSWORTH,CHILDRESS,COLLINGSWORTH,1,58.61480369628626,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CHILDRESS__HALL,CHILDRESS,HALL,1,42.41556627423594,345.0,2024,22224.088931,1256.3,3079.9,1,0.40790285398876586,1,1
CHILDRESS__HARDEMAN,CHILDRESS,HARDEMAN,3,47.20651968157245,345.0,2024,22224.088931,1256.3,3079.9,1,0.40790285398876586,1,1
CLAY__JACK,CLAY,JACK,1,37.62891329238208,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CLAY__MONTAGUE,CLAY,MONTAGUE,2,52.71891876709488,345.0,2024,5661.507189999999,395.42857142857144,905.5357142857143,1,0.43667915598501283,1,1
CLAY__WICHITA,CLAY,WICHITA,2,52.71891876709488,345.0,2024,5661.507189999999,395.42857142857144,905.5357142857143,1,0.43667915598501283,1,1
COCHRAN__YOAKUM,COCHRAN,YOAKUM,1,47.11608976521057,230.0,2024,0.0,0.0,0.0,0,0.0,0,0
COKE__MITCHELL,COKE,MITCHELL,1,23.736043944344136,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
COKE__RUNNELS,COKE,RUNNELS,1,27.04570226687724,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
COKE__STERLING,COKE,STERLING,5,16.402690984937266,345.0,2024,71.69211769230769,2.4615384615384617,19.0,1,0.12955465587044535,1,1
COKE__TOM GREEN,COKE,TOM GREEN,1,27.04570226687724,345.0,2024,71.69211769230769,2.4615384615384617,19.0,1,0.12955465587044535,1,1
COLEMAN__MCCULLOCH,COLEMAN,MCCULLOCH,3,31.66968359374791,345.0,2024,1011.74356,16.333333333333332,33.666666666666664,1,0.48514851485148514,1,1
COLEMAN__RUNNELS,COLEMAN,RUNNELS,3,40.96130664294154,345.0,2024,1011.74356,16.333333333333332,33.666666666666664,1,0.48514851485148514,1,1
COLLINGSWORTH__WHEELER,COLLINGSWORTH,WHEELER,1,58.61480369628626,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
COLLIN__DALLAS,COLLIN,DALLAS,1,13.622967445978666,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
COLLIN__DENTON,COLLIN,DENTON,3,10.57870115420394,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
COLLIN__FANNIN,COLLIN,FANNIN,2,58.649334226535146,345.0,2024,3414.4246,235.0,459.0,1,0.5119825708061002,1,1
COLLIN__GRAYSON,COLLIN,GRAYSON,4,31.442829384813702,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
COLLIN__HUNT,COLLIN,HUNT,5,27.568324739679003,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
COLLIN__ROCKWALL,COLLIN,ROCKWALL,7,26.59802206282037,345.0,2024,12498.97635,158.0,525.0,2,0.30095238095238097,1,1
COMAL__GUADALUPE,COMAL,GUADALUPE,4,23.079211380275467,345.0,2024,0.0,0.0,41.0,1,0.0,0,1
COMAL__HAYS,COMAL,HAYS,1,49.29637440888786,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
COMAL__KENDALL,COMAL,KENDALL,1,49.29637440888786,345.0,2024,47950.63812,1232.0,9017.0,1,0.13663080847288456,1,1
COMANCHE__ERATH,COMANCHE,ERATH,1,30.27702962759577,345.0,2024,5661.507189999999,395.42857142857144,905.5357142857143,1,0.43667915598501283,1,1
CONCHO__MCCULLOCH,CONCHO,MCCULLOCH,3,31.66968359374791,345.0,2024,1011.74356,16.333333333333332,33.666666666666664,1,0.48514851485148514,1,1
CONCHO__MENARD,CONCHO,MENARD,1,38.27010733418549,345.0,2024,3913.4680526923075,194.2948717948718,399.1666666666667,3,0.4867512445800546,1,1
CONCHO__TOM GREEN,CONCHO,TOM GREEN,2,28.36947172352912,345.0,2024,2901.7244926923076,177.96153846153845,365.5,2,0.4868988740397769,1,1
COOKE__DENTON,COOKE,DENTON,2,37.05238834717879,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
COOKE__GRAYSON,COOKE,GRAYSON,2,37.05238834717879,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
COTTLE__FOARD,COTTLE,FOARD,3,49.092512025112256,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
COTTLE__KING,COTTLE,KING,2,47.65628678136882,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
COTTLE__MOTLEY,COTTLE,MOTLEY,2,49.26497975261415,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
CRANE__CROCKETT,CRANE,CROCKETT,1,8.767155226136127,345.0,2024,149.61715399999997,5.4,39.2,1,0.1377551020408163,1,1
CRANE__UPTON,CRANE,UPTON,1,8.767155226136127,345.0,2024,149.61715399999997,5.4,39.2,1,0.1377551020408163,1,1
CROCKETT__PECOS,CROCKETT,PECOS,2,49.17087006044802,345.0,2024,81338.815,2261.0,9534.0,1,0.23715124816446403,1,1
CROCKETT__SCHLEICHER,CROCKETT,SCHLEICHER,1,89.57458489475992,345.0,2024,149.61715399999997,5.4,39.2,1,0.1377551020408163,1,1
DALLAS__DENTON,DALLAS,DENTON,5,11.467330008842112,345.0,2024,3037.0575815,9.55,22.15,1,0.4311512415349888,1,1
DALLAS__ELLIS,DALLAS,ELLIS,2,38.18537163376591,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
DALLAS__KAUFMAN,DALLAS,KAUFMAN,7,25.954833192565054,345.0,2024,35718.7250015,300.55,921.15,2,0.326276936438148,1,1
DALLAS__TARRANT,DALLAS,TARRANT,4,19.7918573766574,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
DEAF SMITH__OLDHAM,DEAF SMITH,OLDHAM,1,37.55977538926532,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
DEAF SMITH__RANDALL,DEAF SMITH,RANDALL,1,53.75309441409637,230.0,2024,0.0,0.0,0.0,0,0.0,0,0
DENTON__TARRANT,DENTON,TARRANT,2,6.184300065854895,345.0,2024,66314.12528,938.0,6807.0,3,0.13779932422506244,1,1
DENTON__WISE,DENTON,WISE,3,49.663203143183615,345.0,2024,8698.5647715,404.97857142857146,927.6857142857143,2,0.43654716806800337,1,1
DEWITT__GOLIAD,DEWITT,GOLIAD,1,19.2082881149864,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
DEWITT__GONZALES,DEWITT,GONZALES,1,24.80010609342065,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
DEWITT__KARNES,DEWITT,KARNES,1,19.2082881149864,345.0,2024,2033.3150054545454,20.636363636363637,40.0,1,0.5159090909090909,1,1
DEWITT__VICTORIA,DEWITT,VICTORIA,2,34.726891027084115,345.0,2024,2033.3150054545454,20.636363636363637,40.0,1,0.5159090909090909,1,1
DICKENS__KENT,DICKENS,KENT,3,53.197003999877815,345.0,2024,25261.1465125,1265.85,3102.05,2,0.4080688576908818,1,1
DICKENS__KING,DICKENS,KING,2,47.65628678136882,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
DICKENS__MOTLEY,DICKENS,MOTLEY,3,38.66918520784613,345.0,2024,25261.1465125,1265.85,3102.05,2,0.4080688576908818,1,1
DONLEY__GRAY,DONLEY,GRAY,1,39.4593735055032,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
ECTOR__MIDLAND,ECTOR,MIDLAND,6,39.11402968370985,345.0,2024,149.61715399999997,5.4,72.2,2,0.07479224376731303,1,1
ELLIS__HILL,ELLIS,HILL,3,58.80770883137467,345.0,2024,18783.1543,578.4285714285714,2563.535714285714,3,0.2256370247565444,1,1
ELLIS__JOHNSON,ELLIS,JOHNSON,3,22.69810373456181,345.0,2024,5661.507189999999,395.42857142857144,905.5357142857143,1,0.43667915598501283,1,1
ELLIS__NAVARRO,ELLIS,NAVARRO,4,56.78432159480428,345.0,2024,5754.129279999999,403.42857142857144,937.5357142857143,2,0.4303074168603101,1,1
ELLIS__TARRANT,ELLIS,TARRANT,4,17.251705037745644,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
ERATH__HOOD,ERATH,HOOD,1,30.27702962759577,345.0,2024,5661.507189999999,395.42857142857144,905.5357142857143,1,0.43667915598501283,1,1
FALLS__LIMESTONE,FALLS,LIMESTONE,1,26.939212183639317,345.0,2024,27.345895,0.5,23.5,1,0.02127659574468085,0,1
FALLS__MCLENNAN,FALLS,MCLENNAN,3,24.29907659824983,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
FANNIN__GRAYSON,FANNIN,GRAYSON,3,96.30031945779945,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
FANNIN__LAMAR,FANNIN,LAMAR,2,74.2534968051628,345.0,2024,1596.9481799999999,49.0,133.0,1,0.3684210526315789,1,1
FAYETTE__LEE,FAYETTE,LEE,1,16.61950694112846,345.0,2024,2033.3150054545454,20.636363636363637,40.0,1,0.5159090909090909,1,1
FISHER__JONES,FISHER,JONES,4,40.42125339459078,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
FISHER__NOLAN,FISHER,NOLAN,2,25.26442118849712,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
FISHER__SCURRY,FISHER,SCURRY,6,51.9713190772851,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
FLOYD__HALE,FLOYD,HALE,1,51.96496251259913,345.0,2024,25261.1465125,1265.85,3102.05,2,0.4080688576908818,1,1
FLOYD__MOTLEY,FLOYD,MOTLEY,3,38.26620407577598,345.0,2024,3037.0575815,9.55,22.15,1,0.4311512415349888,1,1
FOARD__HARDEMAN,FOARD,HARDEMAN,2,44.37170985570528,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
FOARD__KNOX,FOARD,KNOX,2,65.9811643397139,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
FOARD__WILBARGER,FOARD,WILBARGER,2,59.52559206276399,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
FORT BEND__HARRIS,FORT BEND,HARRIS,7,32.85088840104628,345.0,2024,117676.89885,2307.0,7178.0,3,0.3213987183059348,1,1
FORT BEND__WHARTON,FORT BEND,WHARTON,3,70.95148295509172,345.0,2024,68164.21458,1088.0,4744.0,2,0.22934232715008432,1,1
FRANKLIN__HOPKINS,FRANKLIN,HOPKINS,4,29.65691504035609,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
FRANKLIN__RED RIVER,FRANKLIN,RED RIVER,1,26.85483284917709,345.0,2024,214.74285333333333,10.666666666666666,264.3333333333333,1,0.0403530895334174,0,1
FRANKLIN__TITUS,FRANKLIN,TITUS,5,29.09649860212029,345.0,2024,214.74285333333333,10.666666666666666,264.3333333333333,1,0.0403530895334174,0,1
FREESTONE__LEON,FREESTONE,LEON,2,53.10464023033336,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
FREESTONE__LIMESTONE,FREESTONE,LIMESTONE,2,34.16490138946237,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
FREESTONE__NAVARRO,FREESTONE,NAVARRO,6,32.54226069977188,345.0,2024,521.881985,26.5,123.0,2,0.21544715447154472,1,1
FRIO__MEDINA,FRIO,MEDINA,1,32.68379246584834,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
GAINES__YOAKUM,GAINES,YOAKUM,1,29.13612776982409,230.0,2024,0.0,0.0,0.0,0,0.0,0,0
GALVESTON__HARRIS,GALVESTON,HARRIS,2,40.513738541249,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
GILLESPIE__KERR,GILLESPIE,KERR,3,31.15711605933455,345.0,2024,6744.942867692307,414.22344322344327,958.202380952381,3,0.43229222913403365,1,1
GILLESPIE__KIMBLE,GILLESPIE,KIMBLE,3,31.15711605933455,345.0,2024,6744.942867692307,414.22344322344327,958.202380952381,3,0.43229222913403365,1,1
GLASSCOCK__HOWARD,GLASSCOCK,HOWARD,3,39.13959142004533,345.0,2024,92578.39854000001,1560.5,10261.5,2,0.15207328363299713,1,1
GLASSCOCK__MIDLAND,GLASSCOCK,MIDLAND,2,29.1871132250324,345.0,2024,92650.09065769232,1562.9615384615386,10280.5,3,0.15203166562536244,1,1
GLASSCOCK__STERLING,GLASSCOCK,STERLING,4,15.283598719885834,345.0,2024,71.69211769230769,2.4615384615384617,19.0,1,0.12955465587044535,1,1
GOLIAD__KARNES,GOLIAD,KARNES,2,79.80722868336215,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
GOLIAD__VICTORIA,GOLIAD,VICTORIA,1,19.2082881149864,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
GONZALES__KARNES,GONZALES,KARNES,1,24.80010609342065,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
GRAY__ROBERTS,GRAY,ROBERTS,1,37.5975511083139,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
GRAY__WHEELER,GRAY,WHEELER,2,59.020527938977466,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
GRIMES__MADISON,GRIMES,MADISON,2,40.22114093039002,345.0,2024,1678.2366666666667,25.333333333333332,216.0,2,0.11728395061728394,1,1
GRIMES__MONTGOMERY,GRIMES,MONTGOMERY,2,47.9228288203872,345.0,2024,569.704282,29.8,654.4,1,0.04553789731051345,0,1
GRIMES__WALKER,GRIMES,WALKER,1,51.47864768557029,345.0,2024,3260.8504853333334,86.8,995.4,5,0.08720112517580872,1,1
GRIMES__WALLER,GRIMES,WALLER,2,42.97385963324737,345.0,2024,1582.6138186666667,61.46666666666667,779.4,3,0.07886408348302114,1,1
GUADALUPE__HAYS,GUADALUPE,HAYS,2,4.171486651546671,345.0,2024,21012.089645454544,1907.6363636363637,6343.0,3,0.30074670717899477,1,1
GUADALUPE__WILSON,GUADALUPE,WILSON,3,42.10601846464946,345.0,2024,2182.7992354545454,39.63636363636364,79.0,2,0.5017261219792866,1,1
HALE__LAMB,HALE,LAMB,1,87.55215828651693,230.0,2024,0.0,0.0,0.0,0,0.0,0,0
HALE__LUBBOCK,HALE,LUBBOCK,3,44.59780412872908,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
HALE__SWISHER,HALE,SWISHER,1,63.6482953923557,230.0,2024,22224.088931,1256.3,3079.9,1,0.40790285398876586,1,1
HALL__MOTLEY,HALL,MOTLEY,1,42.41556627423594,345.0,2024,22224.088931,1256.3,3079.9,1,0.40790285398876586,1,1
HANSFORD__SHERMAN,HANSFORD,SHERMAN,1,55.0798032667401,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
HARDEMAN__WILBARGER,HARDEMAN,WILBARGER,1,52.8761393333068,345.0,2024,22224.088931,1256.3,3079.9,1,0.40790285398876586,1,1
HARDIN__JASPER,HARDIN,JASPER,1,25.69598936622254,500.0,2024,0.0,0.0,0.0,0,0.0,0,0
HARDIN__JEFFERSON,HARDIN,JEFFERSON,2,23.741631434409456,230.0,2024,0.0,0.0,0.0,0,0.0,0,0
HARDIN__LIBERTY,HARDIN,LIBERTY,1,26.491135574419253,230.0,2024,0.0,0.0,0.0,0,0.0,0,0
HARRISON__MARION,HARRISON,MARION,2,33.43438979725412,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
HARRISON__PANOLA,HARRISON,PANOLA,1,24.75128811582688,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
HARRISON__UPSHUR,HARRISON,UPSHUR,2,12.77930339877826,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
HARRIS__LIBERTY,HARRIS,LIBERTY,2,22.478206391259278,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
HARRIS__MONTGOMERY,HARRIS,MONTGOMERY,2,47.9228288203872,345.0,2024,569.704282,29.8,654.4,1,0.04553789731051345,0,1
HARRIS__WALLER,HARRIS,WALLER,2,42.97385963324737,345.0,2024,1582.6138186666667,61.46666666666667,779.4,3,0.07886408348302114,1,1
HASKELL__JONES,HASKELL,JONES,6,34.59564771206912,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
HASKELL__KNOX,HASKELL,KNOX,3,56.63059865310076,345.0,2024,0.0,0.0,0.0,0,0.0,0,0
HASKELL__STONEWALL,HASKELL,STONEWALL,1,63.83102444174045,345.0,2024,3037.0575815,9.55,22.15,1,0.4311512415349888,1,1
HASKELL__THROCKMORTON,HASKELL,THROCKMORTON,3,43.03415247012922,345.0,2024,8698.5647715,404.97857142857146,927.6857142857143,2,0.43654716806800337,1,1
HAYS__TRAVIS,HAYS,TRAVIS,2,35.34405049940318,345.0,2024,2033.3150054545454,20.636363636363637,40.0,1,0.5159090909090909,1,1
