corridor_id,county_k1,county_k2,n_lines,avg_length_km,max_effective_voltage_kv,year,allocated_shadow_cost_total,allocated_n_binding_total,allocated_n_intervals_total,n_constraints_exposed_year,binding_share_corridor_year,stressed_corridor_year,corridor_exposed_year
MONTGOMERY__SAN JACINTO,MONTGOMERY,SAN JACINTO,1,26.491135574419253,230.0,2019,0.0,0.0,0.0,0,0.0,0,0
MOORE__POTTER,MOORE,POTTER,2,66.07179505735589,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
MOORE__SHERMAN,MOORE,SHERMAN,1,55.0798032667401,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
MORRIS__TITUS,MORRIS,TITUS,3,24.27679588644768,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
NACOGDOCHES__RUSK,NACOGDOCHES,RUSK,3,36.58472485382568,345.0,2019,1192.2688130000001,7.75,21.95,1,0.35307517084282464,1,1
NEWTON__ORANGE,NEWTON,ORANGE,1,6.711960866394452,230.0,2019,0.0,0.0,0.0,0,0.0,0,0
NOLAN__TAYLOR,NOLAN,TAYLOR,4,22.929943598981048,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
NUECES__SAN PATRICIO,NUECES,SAN PATRICIO,1,27.50809780805532,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
OLDHAM__POTTER,OLDHAM,POTTER,3,56.70574629167893,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
PALO PINTO__PARKER,PALO PINTO,PARKER,2,32.2039937160562,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
PANOLA__RUSK,PANOLA,RUSK,1,24.75128811582688,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
PARKER__TARRANT,PARKER,TARRANT,6,25.393741381734475,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
PARKER__WISE,PARKER,WISE,2,35.910404653940965,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
PECOS__TERRELL,PECOS,TERRELL,1,62.092611026040046,230.0,2019,0.0,0.0,0.0,0,0.0,0,0
POTTER__RANDALL,POTTER,RANDALL,2,42.16854965763844,230.0,2019,0.0,0.0,0.0,0,0.0,0,0
RANDALL__SWISHER,RANDALL,SWISHER,1,89.9808204363193,230.0,2019,0.0,0.0,0.0,0,0.0,0,0
REFUGIO__SAN PATRICIO,REFUGIO,SAN PATRICIO,1,37.58797937588532,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
REFUGIO__VICTORIA,REFUGIO,VICTORIA,1,51.777082996212805,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
RUNNELS__TAYLOR,RUNNELS,TAYLOR,4,37.48240554892547,345.0,2019,12337.749928888888,286.77777777777777,384.0,1,0.7468171296296297,1,1
RUSK__SMITH,RUSK,SMITH,3,69.01372789184757,345.0,2019,1192.2688130000001,7.75,21.95,1,0.35307517084282464,1,1
SCHLEICHER__SUTTON,SCHLEICHER,SUTTON,2,56.14201703316987,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
SCHLEICHER__TOM GREEN,SCHLEICHER,TOM GREEN,1,61.12744223773469,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
SHACKELFORD__STEPHENS,SHACKELFORD,STEPHENS,2,30.89975895877965,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
SMITH__VAN ZANDT,SMITH,VAN ZANDT,1,32.76597762606231,345.0,2019,1192.2688130000001,7.75,26.495454545454546,2,0.2925030022302282,1,1
STARR__ZAPATA,STARR,ZAPATA,1,65.96384691199566,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
STEPHENS__THROCKMORTON,STEPHENS,THROCKMORTON,2,30.89975895877965,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
TARRANT__WISE,TARRANT,WISE,2,65.64298073662192,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
TERRY__YOAKUM,TERRY,YOAKUM,2,35.971157457236586,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
THROCKMORTON__YOUNG,THROCKMORTON,YOUNG,5,38.180395065589394,345.0,2019,1192.2688130000001,7.75,21.95,1,0.35307517084282464,1,1
WEBB__ZAPATA,WEBB,ZAPATA,2,56.38387385435217,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
WICHITA__WILBARGER,WICHITA,WILBARGER,6,61.21571285925529,345.0,2019,0.0,0.0,0.0,0,0.0,0,0
ANDERSON__CHEROKEE,ANDERSON,CHEROKEE,1,54.99162355161065,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
ANDERSON__HENDERSON,ANDERSON,HENDERSON,1,54.99162355161065,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
ANDREWS__ECTOR,ANDREWS,ECTOR,1,47.86450191691582,230.0,2020,0.0,0.0,0.0,0,0.0,0,0
ANDREWS__GAINES,ANDREWS,GAINES,1,47.86450191691582,230.0,2020,0.0,0.0,0.0,0,0.0,0,0
ANGELINA__NACOGDOCHES,ANGELINA,NACOGDOCHES,1,24.699945368555145,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
ARCHER__CLAY,ARCHER,CLAY,1,37.62891329238208,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
ARCHER__WICHITA,ARCHER,WICHITA,3,30.9184937108971,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
ARCHER__YOUNG,ARCHER,YOUNG,2,26.233043832768747,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
ARMSTRONG__BRISCOE,ARMSTRONG,BRISCOE,2,53.52206586382461,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
ARMSTRONG__CARSON,ARMSTRONG,CARSON,2,53.52206586382461,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
ATASCOSA__BEXAR,ATASCOSA,BEXAR,1,31.7634084045288,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
ATASCOSA__FRIO,ATASCOSA,FRIO,2,49.71660365264215,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
ATASCOSA__LIVE OAK,ATASCOSA,LIVE OAK,1,24.721851068029203,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
ATASCOSA__MCMULLEN,ATASCOSA,MCMULLEN,1,56.46592941006213,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
ATASCOSA__WILSON,ATASCOSA,WILSON,3,43.84606491157511,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
AUSTIN__FAYETTE,AUSTIN,FAYETTE,2,18.866928569816864,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
AUSTIN__WASHINGTON,AUSTIN,WASHINGTON,2,18.866928569816864,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BAILEY__COCHRAN,BAILEY,COCHRAN,1,47.11608976521057,230.0,2020,0.0,0.0,0.0,0,0.0,0,0
BAILEY__LAMB,BAILEY,LAMB,4,107.11503775689484,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BASTROP__CALDWELL,BASTROP,CALDWELL,4,32.48015019873336,345.0,2020,0.0,0.0,60.5,1,0.0,0,1
BASTROP__FAYETTE,BASTROP,FAYETTE,2,44.830315078761096,345.0,2020,3967.70544,30.0,125.5,2,0.23904382470119523,1,1
BASTROP__LEE,BASTROP,LEE,3,14.791149819681593,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BASTROP__TRAVIS,BASTROP,TRAVIS,6,15.734393545184185,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BASTROP__WILLIAMSON,BASTROP,WILLIAMSON,2,28.31351544181843,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BAYLOR__KNOX,BAYLOR,KNOX,1,46.472472978051016,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BAYLOR__WILBARGER,BAYLOR,WILBARGER,1,46.472472978051016,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BEE__KARNES,BEE,KARNES,1,27.50809780805532,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BEE__LIVE OAK,BEE,LIVE OAK,1,27.50809780805532,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BELL__FALLS,BELL,FALLS,2,22.97900880555509,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BELL__LAMPASAS,BELL,LAMPASAS,2,65.75099888365183,345.0,2020,50.509033928571434,8.392857142857142,126.22077922077922,2,0.06649346640600884,1,1
BELL__MILAM,BELL,MILAM,3,41.394058824797554,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BELL__WILLIAMSON,BELL,WILLIAMSON,2,58.7912633041738,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BEXAR__COMAL,BEXAR,COMAL,4,23.079211380275467,345.0,2020,72.22619,5.5,32.5,1,0.16923076923076924,1,1
BEXAR__KENDALL,BEXAR,KENDALL,1,40.70412635822496,345.0,2020,89827.43597615385,1843.4615384615386,4684.153846153846,2,0.39355273097513715,1,1
BEXAR__MEDINA,BEXAR,MEDINA,1,40.70412635822496,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BEXAR__WILSON,BEXAR,WILSON,1,36.9769070208693,345.0,2020,34291.54412115385,769.4615384615385,1523.1538461538462,2,0.5051765062370587,1,1
BORDEN__HOWARD,BORDEN,HOWARD,2,52.820369993538165,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BORDEN__LYNN,BORDEN,LYNN,1,54.76501685708477,230.0,2020,0.0,0.0,0.0,0,0.0,0,0
BORDEN__SCURRY,BORDEN,SCURRY,2,54.453279836875765,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BOSQUE__HILL,BOSQUE,HILL,3,73.78758382259299,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BOSQUE__MCLENNAN,BOSQUE,MCLENNAN,1,42.23776262286374,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BOWIE__CASS,BOWIE,CASS,1,30.32529857350085,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BOWIE__MORRIS,BOWIE,MORRIS,1,26.030601319643985,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BOWIE__RED RIVER,BOWIE,RED RIVER,1,69.7571134006287,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BRAZORIA__FORT BEND,BRAZORIA,FORT BEND,2,31.63817999352374,345.0,2020,10568.664178,28.8,258.6,2,0.11136890951276102,1,1
BRAZORIA__GALVESTON,BRAZORIA,GALVESTON,1,28.033518117943,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BRAZORIA__MATAGORDA,BRAZORIA,MATAGORDA,2,73.16808460620405,345.0,2020,2581.8634,153.0,812.0,1,0.18842364532019704,1,1
BRAZOS__GRIMES,BRAZOS,GRIMES,2,36.90936665016683,345.0,2020,3408.30295,145.0,509.0,1,0.28487229862475444,1,1
BRAZOS__ROBERTSON,BRAZOS,ROBERTSON,2,40.59788066399012,345.0,2020,167139.64679000003,593.0,1813.0,2,0.3270821842250414,1,1
BRISCOE__FLOYD,BRISCOE,FLOYD,3,37.40680492098013,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BRISCOE__HALL,BRISCOE,HALL,2,56.2306224417309,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BRISCOE__SWISHER,BRISCOE,SWISHER,2,37.58842196125035,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BROOKS__HIDALGO,BROOKS,HIDALGO,1,65.97195813748284,345.0,2020,64.27825,16.25,41.25,1,0.3939393939393939,1,1
BROOKS__KLEBERG,BROOKS,KLEBERG,1,65.97195813748284,345.0,2020,64.27825,16.25,41.25,1,0.3939393939393939,1,1
BROWN__COLEMAN,BROWN,COLEMAN,4,35.338189010424344,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BROWN__COMANCHE,BROWN,COMANCHE,1,84.58137031865897,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
BROWN__MILLS,BROWN,MILLS,2,65.75099888365183,345.0,2020,50.509033928571434,8.392857142857142,126.22077922077922,2,0.06649346640600884,1,1
CALDWELL__GUADALUPE,CALDWELL,GUADALUPE,4,36.27701706314243,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CALDWELL__HAYS,CALDWELL,HAYS,2,35.34405049940318,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CALHOUN__REFUGIO,CALHOUN,REFUGIO,1,37.58797937588532,345.0,2020,1617.5318559999998,11.2,144.0,1,0.07777777777777778,1,1
CALHOUN__VICTORIA,CALHOUN,VICTORIA,1,37.58797937588532,345.0,2020,1617.5318559999998,11.2,144.0,1,0.07777777777777778,1,1
CALLAHAN__EASTLAND,CALLAHAN,EASTLAND,1,55.80265322971882,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CALLAHAN__SHACKELFORD,CALLAHAN,SHACKELFORD,1,55.80265322971882,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CAMERON__HIDALGO,CAMERON,HIDALGO,1,61.885584864504814,345.0,2020,6386.0442,278.25,1037.25,2,0.26825741142443965,1,1
CAMERON__WILLACY,CAMERON,WILLACY,1,54.66227066942818,345.0,2020,71979.71486000001,1703.0,6806.0,1,0.2502203937702028,1,1
CAMP__MORRIS,CAMP,MORRIS,2,16.77020951372318,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CAMP__TITUS,CAMP,TITUS,2,12.77930339877826,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CAMP__UPSHUR,CAMP,UPSHUR,3,10.214321887850607,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CARSON__GRAY,CARSON,GRAY,3,47.26978699581783,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CARSON__HUTCHINSON,CARSON,HUTCHINSON,3,26.367269874932223,230.0,2020,0.0,0.0,0.0,0,0.0,0,0
CARSON__POTTER,CARSON,POTTER,4,46.85741780022533,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CASS__MARION,CASS,MARION,2,25.962922319424187,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CASS__MORRIS,CASS,MORRIS,2,23.399893169849523,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CASTRO__DEAF SMITH,CASTRO,DEAF SMITH,2,40.32793679384602,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CASTRO__LAMB,CASTRO,LAMB,2,46.9935977030592,230.0,2020,0.0,0.0,0.0,0,0.0,0,0
CASTRO__RANDALL,CASTRO,RANDALL,1,56.21686537263677,230.0,2020,0.0,0.0,0.0,0,0.0,0,0
CASTRO__SWISHER,CASTRO,SWISHER,2,37.58842196125035,345.0,2020,65126.972823000004,2477.4,4089.7,1,0.6057657040858743,1,1
CHAMBERS__HARRIS,CHAMBERS,HARRIS,1,29.184117293193104,345.0,2020,18552.711420000003,15.0,168.0,1,0.08928571428571429,1,1
CHAMBERS__LIBERTY,CHAMBERS,LIBERTY,2,22.478206391259278,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CHEROKEE__HOUSTON,CHEROKEE,HOUSTON,1,35.870458482885645,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CHEROKEE__NACOGDOCHES,CHEROKEE,NACOGDOCHES,1,35.870458482885645,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CHEROKEE__RUSK,CHEROKEE,RUSK,2,45.17688993779806,345.0,2020,928.4187555000001,1.7,6.9,1,0.24637681159420288,1,1
CHEROKEE__SMITH,CHEROKEE,SMITH,1,10.580469501287553,345.0,2020,928.4187555000001,1.7,6.9,1,0.24637681159420288,1,1
CHILDRESS__COLLINGSWORTH,CHILDRESS,COLLINGSWORTH,1,58.61480369628626,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CHILDRESS__HALL,CHILDRESS,HALL,1,42.41556627423594,345.0,2020,65126.972823000004,2477.4,4089.7,1,0.6057657040858743,1,1
CHILDRESS__HARDEMAN,CHILDRESS,HARDEMAN,3,47.20651968157245,345.0,2020,65126.972823000004,2477.4,4089.7,1,0.6057657040858743,1,1
CLAY__JACK,CLAY,JACK,1,37.62891329238208,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CLAY__MONTAGUE,CLAY,MONTAGUE,2,52.71891876709488,345.0,2020,50.509033928571434,8.392857142857142,115.85714285714286,1,0.07244143033292232,1,1
CLAY__WICHITA,CLAY,WICHITA,2,52.71891876709488,345.0,2020,50.509033928571434,8.392857142857142,115.85714285714286,1,0.07244143033292232,1,1
COCHRAN__YOAKUM,COCHRAN,YOAKUM,1,47.11608976521057,230.0,2020,0.0,0.0,0.0,0,0.0,0,0
COKE__MITCHELL,COKE,MITCHELL,1,23.736043944344136,345.0,2020,202.68940999999998,33.0,210.5,1,0.15676959619952494,1,1
COKE__RUNNELS,COKE,RUNNELS,1,27.04570226687724,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
COKE__STERLING,COKE,STERLING,5,16.402690984937266,345.0,2020,2540.5898661538463,74.46153846153845,336.6538461538462,2,0.22118130926539467,1,1
COKE__TOM GREEN,COKE,TOM GREEN,1,27.04570226687724,345.0,2020,2337.9004561538463,41.46153846153846,126.15384615384616,1,0.3286585365853658,1,1
COLEMAN__MCCULLOCH,COLEMAN,MCCULLOCH,3,31.66968359374791,345.0,2020,1266.7166722222223,30.333333333333332,86.77777777777777,1,0.34955185659411014,1,1
COLEMAN__RUNNELS,COLEMAN,RUNNELS,3,40.96130664294154,345.0,2020,1266.7166722222223,30.333333333333332,86.77777777777777,1,0.34955185659411014,1,1
COLLINGSWORTH__WHEELER,COLLINGSWORTH,WHEELER,1,58.61480369628626,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
COLLIN__DALLAS,COLLIN,DALLAS,1,13.622967445978666,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
COLLIN__DENTON,COLLIN,DENTON,3,10.57870115420394,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
COLLIN__FANNIN,COLLIN,FANNIN,2,58.649334226535146,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
COLLIN__GRAYSON,COLLIN,GRAYSON,4,31.442829384813702,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
COLLIN__HUNT,COLLIN,HUNT,5,27.568324739679003,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
COLLIN__ROCKWALL,COLLIN,ROCKWALL,7,26.59802206282037,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
COMAL__GUADALUPE,COMAL,GUADALUPE,4,23.079211380275467,345.0,2020,72.22619,5.5,32.5,1,0.16923076923076924,1,1
COMAL__HAYS,COMAL,HAYS,1,49.29637440888786,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
COMAL__KENDALL,COMAL,KENDALL,1,49.29637440888786,345.0,2020,8180.505219999999,225.0,1722.0,1,0.13066202090592335,1,1
COMANCHE__ERATH,COMANCHE,ERATH,1,30.27702962759577,345.0,2020,3530.4141139285716,56.89285714285714,611.7207792207793,3,0.09300461758929991,1,1
CONCHO__MCCULLOCH,CONCHO,MCCULLOCH,3,31.66968359374791,345.0,2020,1266.7166722222223,30.333333333333332,86.77777777777777,1,0.34955185659411014,1,1
CONCHO__MENARD,CONCHO,MENARD,1,38.27010733418549,345.0,2020,4435.998573376069,191.2948717948718,586.4316239316239,3,0.3262014938968847,1,1
CONCHO__TOM GREEN,CONCHO,TOM GREEN,2,28.36947172352912,345.0,2020,3169.2819011538463,160.96153846153845,499.6538461538462,2,0.32214610114694786,1,1
COOKE__DENTON,COOKE,DENTON,2,37.05238834717879,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
COOKE__GRAYSON,COOKE,GRAYSON,2,37.05238834717879,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
COTTLE__FOARD,COTTLE,FOARD,3,49.092512025112256,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
COTTLE__KING,COTTLE,KING,2,47.65628678136882,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
COTTLE__MOTLEY,COTTLE,MOTLEY,2,49.26497975261415,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
CRANE__CROCKETT,CRANE,CROCKETT,1,8.767155226136127,345.0,2020,15377.035882,1132.0,3111.4,2,0.3638233592594973,1,1
CRANE__UPTON,CRANE,UPTON,1,8.767155226136127,345.0,2020,15377.035882,1132.0,3111.4,2,0.3638233592594973,1,1
CROCKETT__PECOS,CROCKETT,PECOS,2,49.17087006044802,345.0,2020,0.0,0.0,70.0,1,0.0,0,1
CROCKETT__SCHLEICHER,CROCKETT,SCHLEICHER,1,89.57458489475992,345.0,2020,15377.035882,1132.0,3041.4,1,0.3721970145327809,1,1
DALLAS__DENTON,DALLAS,DENTON,5,11.467330008842112,345.0,2020,928.4187555000001,1.7,6.9,1,0.24637681159420288,1,1
DALLAS__ELLIS,DALLAS,ELLIS,2,38.18537163376591,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
DALLAS__KAUFMAN,DALLAS,KAUFMAN,7,25.954833192565054,345.0,2020,928.4187555000001,1.7,6.9,1,0.24637681159420288,1,1
DALLAS__TARRANT,DALLAS,TARRANT,4,19.7918573766574,345.0,2020,0.0,0.0,186.0,1,0.0,0,1
DEAF SMITH__OLDHAM,DEAF SMITH,OLDHAM,1,37.55977538926532,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
DEAF SMITH__RANDALL,DEAF SMITH,RANDALL,1,53.75309441409637,230.0,2020,0.0,0.0,0.0,0,0.0,0,0
DENTON__TARRANT,DENTON,TARRANT,2,6.184300065854895,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
DENTON__WISE,DENTON,WISE,3,49.663203143183615,345.0,2020,978.9277894285715,10.092857142857142,122.75714285714287,2,0.08221808448737343,1,1
DEWITT__GOLIAD,DEWITT,GOLIAD,1,19.2082881149864,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
DEWITT__GONZALES,DEWITT,GONZALES,1,24.80010609342065,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
DEWITT__KARNES,DEWITT,KARNES,1,19.2082881149864,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
DEWITT__VICTORIA,DEWITT,VICTORIA,2,34.726891027084115,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
DICKENS__KENT,DICKENS,KENT,3,53.197003999877815,345.0,2020,66055.3915785,2479.1,4096.599999999999,2,0.6051603768979154,1,1
DICKENS__KING,DICKENS,KING,2,47.65628678136882,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
DICKENS__MOTLEY,DICKENS,MOTLEY,3,38.66918520784613,345.0,2020,69242.8443485,2576.1,4255.1,3,0.605414678855961,1,1
DONLEY__GRAY,DONLEY,GRAY,1,39.4593735055032,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
ECTOR__MIDLAND,ECTOR,MIDLAND,6,39.11402968370985,345.0,2020,15377.035882,1132.0,3041.4,1,0.3721970145327809,1,1
ELLIS__HILL,ELLIS,HILL,3,58.80770883137467,345.0,2020,50.509033928571434,8.392857142857142,115.85714285714286,1,0.07244143033292232,1,1
ELLIS__JOHNSON,ELLIS,JOHNSON,3,22.69810373456181,345.0,2020,50.509033928571434,8.392857142857142,115.85714285714286,1,0.07244143033292232,1,1
ELLIS__NAVARRO,ELLIS,NAVARRO,4,56.78432159480428,345.0,2020,50.509033928571434,8.392857142857142,115.85714285714286,1,0.07244143033292232,1,1
ELLIS__TARRANT,ELLIS,TARRANT,4,17.251705037745644,345.0,2020,6318.70519,129.0,1361.0,1,0.09478324761204997,1,1
ERATH__HOOD,ERATH,HOOD,1,30.27702962759577,345.0,2020,3530.4141139285716,56.89285714285714,611.7207792207793,3,0.09300461758929991,1,1
FALLS__LIMESTONE,FALLS,LIMESTONE,1,26.939212183639317,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FALLS__MCLENNAN,FALLS,MCLENNAN,3,24.29907659824983,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FANNIN__GRAYSON,FANNIN,GRAYSON,3,96.30031945779945,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FANNIN__LAMAR,FANNIN,LAMAR,2,74.2534968051628,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FAYETTE__LEE,FAYETTE,LEE,1,16.61950694112846,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FISHER__JONES,FISHER,JONES,4,40.42125339459078,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FISHER__NOLAN,FISHER,NOLAN,2,25.26442118849712,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FISHER__SCURRY,FISHER,SCURRY,6,51.9713190772851,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FLOYD__HALE,FLOYD,HALE,1,51.96496251259913,345.0,2020,66055.3915785,2479.1,4096.599999999999,2,0.6051603768979154,1,1
FLOYD__MOTLEY,FLOYD,MOTLEY,3,38.26620407577598,345.0,2020,4115.871525500001,98.7,165.4,2,0.5967351874244257,1,1
FOARD__HARDEMAN,FOARD,HARDEMAN,2,44.37170985570528,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FOARD__KNOX,FOARD,KNOX,2,65.9811643397139,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FOARD__WILBARGER,FOARD,WILBARGER,2,59.52559206276399,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FORT BEND__HARRIS,FORT BEND,HARRIS,7,32.85088840104628,345.0,2020,1196.05048,43.0,90.0,2,0.4777777777777778,1,1
FORT BEND__WHARTON,FORT BEND,WHARTON,3,70.95148295509172,345.0,2020,96235.60274799999,1000.8,2757.6,2,0.3629242819843342,1,1
FRANKLIN__HOPKINS,FRANKLIN,HOPKINS,4,29.65691504035609,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FRANKLIN__RED RIVER,FRANKLIN,RED RIVER,1,26.85483284917709,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FRANKLIN__TITUS,FRANKLIN,TITUS,5,29.09649860212029,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FREESTONE__LEON,FREESTONE,LEON,2,53.10464023033336,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FREESTONE__LIMESTONE,FREESTONE,LIMESTONE,2,34.16490138946237,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FREESTONE__NAVARRO,FREESTONE,NAVARRO,6,32.54226069977188,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
FRIO__MEDINA,FRIO,MEDINA,1,32.68379246584834,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
GAINES__YOAKUM,GAINES,YOAKUM,1,29.13612776982409,230.0,2020,0.0,0.0,0.0,0,0.0,0,0
GALVESTON__HARRIS,GALVESTON,HARRIS,2,40.513738541249,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
GILLESPIE__KERR,GILLESPIE,KERR,3,31.15711605933455,345.0,2020,3655.1261623046403,80.18772893772893,339.15240315240317,4,0.2364356796307157,1,1
GILLESPIE__KIMBLE,GILLESPIE,KIMBLE,3,31.15711605933455,345.0,2020,3655.1261623046403,80.18772893772893,339.15240315240317,4,0.2364356796307157,1,1
GLASSCOCK__HOWARD,GLASSCOCK,HOWARD,3,39.13959142004533,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
GLASSCOCK__MIDLAND,GLASSCOCK,MIDLAND,2,29.1871132250324,345.0,2020,2337.9004561538463,41.46153846153846,126.15384615384616,1,0.3286585365853658,1,1
GLASSCOCK__STERLING,GLASSCOCK,STERLING,4,15.283598719885834,345.0,2020,2337.9004561538463,41.46153846153846,126.15384615384616,1,0.3286585365853658,1,1
GOLIAD__KARNES,GOLIAD,KARNES,2,79.80722868336215,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
GOLIAD__VICTORIA,GOLIAD,VICTORIA,1,19.2082881149864,345.0,2020,0.0,0.0,0.0,0,0.0,0,0
